"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KM6L3KGQ","book","1644","Digby, Kenelm","Two treatises in the one of which the nature of bodies, in the other, the nature of mans soule is looked into in way of discovery of the immortality of reasonable soules","","","","","","","1644","2020-08-31 13:40:20","2020-11-26 15:07:22","","","","","","","","Two treatises in the one","","","","","Gilles Blaizot","Paris","English","","","","","Open WorldCat","","At Paris, Printed by Gilles Blaizot. M.DC. XLIIII. With priviledge","","","https://search.proquest.com/docview/2240970591/12329295/40B71861834D4BB6PQ/2?accountid=104321","Digby; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAPKBMUW","document","1989","Egg; Winkelmann","Schwazer Bergbuch","","","","","","","1989","2020-08-31 13:40:20","2020-12-17 11:23:59","","","","","","","","Schwazer Bergbuch","","","","","","","German","","","Österreichische Nationalbibliothek, Wien","Codex 10.852","Open WorldCat","","","","","https://catalog.hathitrust.org/api/volumes/oclc/27017865.html","Mss; Kompass; Abbildung; Geologie; Bergbau; DB; TR_LAYOUT; TR_ONTR; TR_IMAGESELECTION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFFSS4KF","document","1669","Schneider, Adam","Neu Marckscheide-Buch darinnen begriffen die TABULAE SINUM samt derer Gebrauch nebst Beschreibung der Gruben- Berg und Zulege Compasses, item der Wasser-Wage, und Winckel Weisserst","","","","","","","1669","2020-08-31 13:40:20","2020-11-27 09:03:34","","","","","","","","Neu Marckscheide-Buch darinnen begriffen","","","","","","","","","","","Freiberg, UB, Wissenschaftlicher Altbestand XVII 18","","","","","","https://www.dropbox.com/home/christoph_imagedb/Documents/Schneider%201669%20IFFSS4KF","Mss; Kompass; Abbildung; Bergbau; Instrument; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; LOCAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPVJFHCG","book","1574","Reinhold, Erasmus","Gründlicher und Warer Bericht. Vom Feldmessen Sampt allem, was dem anhengig: Darin alle die jrthumb, so biß daher im Messen fürgeloffen, entdackt werden. Desgleichen Vom Marscheiden: kurtzer vnd gründlicher vnterricht. Durch Erasmum Reinholdum Doctorem","","","","","","","1574","2020-08-31 13:40:20","2020-12-18 10:32:15","","","","","","","","Gründlicher und Warer Bericht. Vom Feldmessen Sampt allem, was dem anhengig","","","","","Bawman","Erfurt","German","","","","","Open WorldCat","","M. D. LXXIIII.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11218477/manifest","Mathematik; Kompass; Abbildung; Geologie; Bergbau; Instrument; Geographie; lay; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54GXFHWF","book","1518","Rülein von Calw, Ulrich","Eyn wolgeordent und nützlich büchlin, wie man Bergwerck suchen un finden sol: von allerley Metall, mit seinen figuren, nach gelegenheyt deß gebirgs artlich angezeygt; Mit anhangenden Bercknamen den anfahenden bergleutten vast dinstlich.","","","","","","","1518","2020-08-31 13:40:20","2020-11-26 10:15:49","","","","","","","","Eyn wolgeordent und nützlich büchlin","","","","","Peter d.J. Schöffer","Worms","German","","","","","Open WorldCat","","","","","https://digital.slub-dresden.de/werkansicht/dlf/17726/1/","Kompass; Abbildung; Bergbau; Calw; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3T322YD","book","1534","Rülein von Calw, Ulrich","Eyn wolgeordent und nützlich büchlin, wie man Bergwerck suchen un finden sol: von allerley Metall, mit seinen figuren, nach gelegenheyt deß gebirgs artlich angezeygt; Mit anhangenden Bercknamen den anfahenden bergleutten vast dinstlich.","","","","","","","1534","2020-08-31 13:40:20","2020-11-30 11:16:41","","","","","","","","Eyn wolgeordent vn[d] nützlich","","","","","Heinrich Steyner","Augsburg","German","","","","","Open WorldCat","","M.D.XXXIIII.","","","https://digital.slub-dresden.de/werkansicht/dlf/17727/1/","Kompass; Abbildung; Bergbau; Calw; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2MAB4XH","book","1527","Rülein von Calw, Ulrich","Eyn wolgeordent und nützlich büchlin, wie man Bergwerck suchen un finden sol: von allerley Metall, mit seinen figuren, nach gelegenheyt deß gebirgs artlich angezeygt; Mit anhangenden Bercknamen den anfahenden bergleutten vast dinstlich.","","","","","","","1527","2020-08-31 13:40:20","2020-11-30 11:14:38","","","","","","","","Ein nützlich Bergbüchlin","","","","","Johannes Loersfelt","Erfurt","German","","","","","Open WorldCat","","Erffurd","","","https://digital.slub-dresden.de/werkansicht/dlf/12328/1/","Kompass; Abbildung; Bergbau; Calw; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WX7YC76","book","1686","Voigtel, Nicolaus","Geometria Subterranea, oder Marckscheide-Kunst: darinnen gelehret wird Wie auff Bergwercken alle Klüffte und Gänge in Grund und am Tag gebracht/ auch solche von einander unterschieden werden sollen; so wohl Was bey Durchschlägen in Ersparung Kosten/ Bringung Wetters und Benehmung Wassers denen Zechen oder Gebäuden/ mit zubeoachten; Item/ Wie Streitigkeiten/ so sich unter miteinander schnürenden Gewercken offters zuereignen pflegen/ dem Maaße nach aus einander zusetzen; Sambt noch andern in nechstfolgendem Indice enthaltenen und zu dieser Kunst dienlichen Sachen; Allen Bergwercks-Liebenden zum Unterricht und versicherlichen Nutzen","","","","","","","1686","2020-08-31 13:40:20","2020-11-27 09:05:24","","","","","","","","Geometria Subterranea","","","","","Johann Dietzel","Eisleben","German","","","","","Open WorldCat","","Eislebe, Anno 1686","","","https://www.e-rara.ch/i3f/v20/3487836/manifest","Kompass; Abbildung; Geologie; Bergbau; Instrument; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPEW7G66","book","1611","Porta, Giambattista della","Della Magia Naturale del Sign. G.B. della Porta ... libri XX. Tradotto da Latino in volgare [per G. de Rosa], con la gionta d'infiniti altri secreti, etc.","","","","","","","1611","2020-08-31 13:40:20","2020-11-26 14:34:09","","","","","","","","Della Magia Naturale","","","","","Giacomo Carlino; Salvatore Searano","Napoli","Italian","","","","","Open WorldCat","","Appresso Gio. Giacomo Carlino: Ad istanza de Saluatore Searano","","; ","https://books.google.it/books?id=jUJKkdu9pCQC&hl=it&pg=PP12#v=thumbnail&q&f=false; https://bibdig.museogalileo.it/Teca/DocViewer.xhtml;jsessionid=E1242B09E4F6D3465AD88DFF250080FA","Magie; Gilbert; Übersetzung; Porta; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY3; TR_IMAGESELECTION; ONLINE","","","","Rosa, Giovanni de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5BY67TE","book","1607","Crescentio Romano, Bartolomeo","Nautica mediterranea di Bartolomeo Crescentio Romano. All'illustriss. e revendiss.s Card Aldobrandino.","","","","","","","1607","2020-08-31 13:40:20","2020-11-26 14:29:34","","","","","","","","Nautica mediterranea","","","","","Bartolomeo Bonfadino","Rome","Italian","","","","","Open WorldCat","","In Roma. appresso bartolomeo Bonfadino 1607.","","","https://gallica.bnf.fr/ark:/12148/bpt6k51038x#","Navigation; Kompass; Porta; Polarität; Magnetberg; Lodovico; Abweichung; Meridian; Sonnenblume; Handbuch; Azoren; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPA9RHSA","book","1567","Olaus Magnus","Historia de Gentium Septentrionalium: uariis conditionibus statibusue, & de morum, rituum, superstitionum, exercitiorum, regiminis, disciplinae, uictusq[ue] mirabili diuersitate; Item de bellis, structuris, instrumentisq[ue] mirabilibus. Item de mineris metallicis, & uarns animalium generibus, in illis regionibus degentium. Opus, omnibus cuiuseunque conditionis hominibus magno usui futurum, rerum cognitione delectationésque refertum, expressis siguris pictis illustratum.","","","","","","","1567","2020-08-31 13:40:20","2020-11-26 13:09:49","","","","","","","","Historia de Gentium Septentrionalium","","","","","Henric Petrus","Basel","Latin","","","","","Open WorldCat","","Basileae, Ex officina Henric Petrina.","","","https://gallica.bnf.fr/ark:/12148/btv1b55013434k/f5.image","Navigation; Kompass; Naturgeschichte; Magnetberg; Karte; Geographie; Disziplinen; Olaus Magnus; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJXWNDIX","book","1564","Bartoli, Cosimo","Del modo di misurare le distantie le superficie, i corpi, le piante, le provincie, le prospettive, & tutte le altre cose terrene, che possono occorreie a gli huomini: secondo le vere regole d'Euclide, & de gli altri piu lodati scrittori","","","","","","","1564","2020-08-31 13:40:20","2020-11-26 13:07:00","","","","","","","","Del modo di misurare le distantie le superficie","","","","","Francesco Pranceschi Sanese","Venice","Latin","","","","","Open WorldCat","","In Venetia, Per Francesco Pranceschi Sanese. 1564","","","https://www.e-rara.ch/i3f/v20/256079/manifest","Navigation; Kompass; Magnetberg; Italien; Abweichung; Architektur; Geographie; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNKZ3K6E","book","1577","Giuntini, Francesco; Johannes de Sacrobosco","Commentaria in Sphæram Ioannis de Sacro Bosco accuratissima. Omnia iudicio S. R. Ecclesiae submissa sunto.","","","","","","","1577","2020-08-31 13:40:20","2020-11-26 13:46:42","","","","","","2","","Commentaria in Sphæram","","","","","Philippum Tinghium","Lyon","Latin","","","","","Open WorldCat","","Lugduni, Apud Philippum Tinghium, M. D. LXXVIL. Cum Privilegiuo Regis.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11267512/manifest","Technik; Astrologie; Kompass; Abbildung; Polarität; Maschine; Instrument; Abweichung; Sphaera; Kommentar; Sacrobosco; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24GTDWM2","document","1590","Garzoni, Leonardo","Trattato delli maravigliosi effetti della calamita et delle cause loro. Distinto in due libri.","","","","","","","1590","2020-08-31 13:40:20","2021-01-14 08:10:20","","","","","","","","Trattato delli maravigliosi effetti della calamita et delle cause loro.","","","","","","","","","","Madrid, Biblioteca Nacional","Mss/2020. [Antigua signatura: L. 129]","","","http://bdh-rd.bne.es/viewer.vm?id=0000089635&page=1","","","http://bdh-rd.bne.es/viewer.vm?id=0000089635&page=1","Physik; Mss; Telegraph; Garzoni; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE; TR_HTR checked; TR_LAYOUT tagged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5I266KV","book","1645","Sandt, Maximilian van der","Maria magnes et magnetismus Marianus","","","","","","","1645","2020-08-31 13:40:20","2020-11-26 15:11:15","","","","","","","","Maria magnes","","","","","Ioan. Henningium","Cologne","Latin","","","","","Open WorldCat","","Coloniae Agrippinae. Apud Ioan. Henningium sub signo Cerui. Anno M. DC. XLV. Permissu Superiorum & Privilegio.","","","https://gallica.bnf.fr/ark:/12148/bpt6k310563k","Magnet; Jesuiten; Predigt; Ismus; Theologie; Maria; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSRA45PD","book","1615","Scheiner, Christoph; Schönberger, Johann Georg","Exegeses fundamentorum gnomonicorum quas in alma Ingolstadiensi Academia","","","","","","","1615","2020-08-31 13:40:20","2020-11-26 14:38:41","","","","","","","","Exegeses fundamentorum gnomonicorum","","","","","Elisabetham Angermariam","Ingolstadt","Latin","","","","","Open WorldCat","","Ex typographeo Ederiano: Apud Elisabetham Angermariam, viduam. Anno Domini M.D.C.XV.","","","https://www.e-manuscripta.ch/i3f/v20/2025642/manifest","Magie; Technik; Jesuiten; Peregrinus; Polarität; Instrument; Abweichung; Sonnenuhr; Taisnier; Perpetuum mobile; Meridian; Scheiner; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DA2IBA5","book","1622","Schönberger, Johann Georg","Horologiorum novorum radio recto; refracto in aqua; reflexo in speculo; solo magnete horas astronomicas, italicas, Babylon. indicantiu[m], demonstratio et constructio.","","","","","","","1622","2020-08-31 13:40:20","2020-11-26 14:44:29","","","","","","","","Demonstratio Et Constructio Horologiorum Novorum","","","","","Ioannem Strasserus","Freiburg","Latin","","","","","Open WorldCat","","Friburgi Brisgoiae apud Ioannem Strasserus Anno MDCXXII","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10215712/manifest","Jesuiten; Instrument; Clavius; Sonnenuhr; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERRSQQZB","book","1546","Fracastoro, Gerolamo","De sympathia et antipathia rerum liber unus. De contagione et contagiosis morbis et curatione libri III.","","","","","","","1546","2020-08-31 13:40:20","2020-12-17 13:17:20","","","","","","","","De sympathia et antipathia rerum liber unus.","","","","","Lucantonio Giunta heirs","Venice","Latin","","","","","Open WorldCat","","Venetiis, MDXLVI. Apud heredes Lucaeantonii Juntae Florentini","","; ","https://books.google.it/books?id=tStVAAAAcAAJ&dq=intitle:De+sympathia+et+antipathia+rerum+liber+unus+1546&as_brr=3&redir_esc=y&hl=it; https://iiif.lib.harvard.edu/manifests/drs:7552491","Fracastoro; Sympathie; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IA55IJ2F","book","1581","Borough, William","A discourse of the variation of the cumpas, or Magneticall Needle. Wherin is Mathematically shewed, the maner of the observation, effectes, and application thereof, made up W. B. Wm. Borough.","","","","","","","1581","2020-08-31 13:40:24","2020-11-26 13:48:34","2015-12-16 19:38:51","","","","","","","A discourse of the variation of the cumpas","","","","","Ihon Kyngston; Richard Ballard","London","English","","","","","Open WorldCat","","An is to be annexed to the newe Attractive of R. N. Robt. Norman 1581.","","","http://kvk.bibliothek.kit.edu/view-title/index.php?katalog=ARCHIVE_ORG&url=http%3A%2F%2Farchive.org%2Fdetails%2Fdiscoursofvariat00boro&signature=JRqjFsNHclqihRzpCbgtrcvEgMm7eIXChUCAmPNHGvY&showCoverImg=1","England; Navigation; Kompass; Norman; Instrument; Abweichung; Handbuch; Inklination; Azoren; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZLL8G2Z","book","1689","Becher, Johann Joachim","Tripus hermeticus fatidicus, pandens oracula chymica, Seu I. laboratorium portatile com Methodo verè spagyricè, sc. juxta exigentiam Naturae, laborandi. Accessit pro Praxi & Exemplo","","","","","","","1689","2020-08-31 13:40:24","2020-12-18 10:40:12","","","","","","","","Tripus hermeticus","","","","","Johannis Georgii Schiele","Frankfurt","Latin","","","","","Open WorldCat","","Francofurti ad Moenum, Sumptibus Johannis Georgii Schiele M DC LXXXIX.","","; ; ","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11274583/manifest; https://www.e-rara.ch/i3f/v20/13304910/manifest; https://www.dilibri.de/urn/urn:nbn:de:0128-1-25446","Paracelsus; Abbildung; Geologie; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
